customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
10507,41.0,Male,North,Secondary,Salaried,933668.4460339192,312352.92076037085,Other,652.5836051604628,2,68,0.3830107320117032,2021-09-19,0
10508,,Other,South,Post-Graduate,Salaried,196144.22927522246,50000.0,Business,719.1753501383147,2,31,0.29895149730738635,2018-04-01,0
10509,30.0,Male,West,Post-Graduate,Salaried,321511.4569755144,385136.8995277192,Home,704.299228228391,0,187,0.8741438410599067,2021-03-15,1
10510,57.0,Female,East,Primary,Salaried,1030253.8686062619,153200.97310873604,Business,,3,160,0.3121766348397892,2022-06-08,0
10511,29.0,Female,West,Primary,Salaried,,276070.673024063,Car,,1,93,0.5456397632388185,2019-11-06,0
10512,44.0,Female,West,Primary,Salaried,625083.835207028,223270.10174272733,Car,585.3316997308785,2,189,0.29089955400547785,2018-12-06,1
10513,55.0,Male,North,Primary,Self-Employed,517677.6289989306,384901.84603848436,Home,639.2312234506508,3,16,0.7094881324310268,2021-05-06,1
10514,55.0,Female,East,Post-Graduate,Salaried,595986.5676142366,181484.4418874245,Home,740.2139217602494,3,126,0.2832145220085745,2022-02-06,0
10515,56.0,Female,South,Graduate,Salaried,703681.9877306228,338431.75651915226,Home,558.3179941597858,1,154,0.5917240242563078,2019-03-31,1
10516,38.0,Male,South,Secondary,,726202.6559204307,327682.3056198384,Home,516.4191090949938,1,140,0.7671678705536301,2021-10-13,1
10517,59.0,Male,East,Post-Graduate,Salaried,526316.8576763225,309865.5080444349,Other,552.9681039974182,2,144,0.31730572698234494,2020-04-23,1
10518,52.0,Female,West,Graduate,Salaried,116131.68845748337,358901.34537355625,Business,694.4163707839597,2,178,0.7425936446172319,2021-07-20,1
10519,44.0,Female,North,Graduate,Salaried,464074.1079600662,119626.9642700626,Car,850.0,2,160,0.17398995685216212,2023-04-25,0
10520,43.0,Male,East,Secondary,Self-Employed,211249.17908272054,125116.6709585691,Other,,2,46,0.1931241820730195,2022-03-05,0
10521,52.0,Male,East,Secondary,Self-Employed,,515021.3578898599,Home,728.2762368184589,2,77,0.420467033696423,2018-03-11,1
10522,57.0,Male,South,Graduate,Salaried,692223.3753950906,69019.11109276427,Education,806.5976275347429,1,115,0.4255410723458838,2023-01-13,0
10523,32.0,Female,North,Primary,Salaried,572187.8047445841,624952.1722409423,Education,678.9413885235052,2,27,0.5131844072776917,2020-07-21,1
10524,33.0,Female,East,Secondary,Salaried,537308.1438281962,279335.57957186166,Business,588.2164583055967,2,172,0.11895049104245725,2020-09-11,1
10525,43.0,Female,North,Primary,Salaried,1091526.0601459835,172428.09227655036,Car,643.8638728323584,2,32,0.193712188099342,2023-01-20,0
10526,45.0,Other,West,Primary,Self-Employed,886598.4188847847,429172.28136971925,Car,623.2465441121956,4,104,0.10821998157460229,2022-12-12,1
10527,55.0,Male,South,Graduate,Self-Employed,651330.266888501,215664.99223930028,Business,553.6908508514717,1,144,0.8636177602974584,2023-04-15,1
10528,61.0,Male,West,Graduate,Self-Employed,465487.7126262536,350729.5231219613,Home,629.164754821554,3,198,0.350679623915889,2020-10-29,1
10529,50.0,Male,North,Secondary,Salaried,922499.3092573215,486462.2247783563,Home,494.0094431812062,0,85,0.6504560361189712,2019-12-09,1
10530,37.0,Male,West,Secondary,Unemployed,627625.098186638,406988.28091595863,Car,617.7379717956022,1,186,0.586752503305025,2020-10-23,1
10531,40.0,Female,South,Graduate,Salaried,,363974.01685233397,Car,,4,194,0.6797669787152325,2018-09-26,1
10532,45.0,Female,North,Primary,Salaried,452353.56482818496,398194.71526136505,Car,632.7069162521511,1,149,0.8062817754750762,2021-10-07,1
10533,42.0,Male,East,Graduate,Salaried,765465.429597764,306011.0965872386,Home,818.2890753539059,6,24,0.28651836062060165,2020-10-26,1
10534,33.0,Male,West,Graduate,Self-Employed,838080.0354412659,421664.1971532778,Education,670.0318437102982,3,139,0.44060161415036025,2019-01-20,0
10535,,Female,South,Primary,Self-Employed,758900.1020674326,139083.25108572538,Business,826.4657983962993,3,131,0.3627554721043815,2021-06-11,0
10536,,Female,East,Graduate,Salaried,764389.1959914411,518867.40673614485,Business,512.7583275350087,1,184,0.16597198797561735,2020-06-19,1
10537,32.0,Male,South,Graduate,Salaried,523932.2886655185,276569.01672441384,Other,737.635880320997,1,65,0.12554043471744675,2022-05-21,0
10538,61.0,Other,North,Primary,Self-Employed,463954.5802065284,326577.2744151244,Other,671.3972924014788,3,106,0.7118314275094716,2020-09-08,1
10539,39.0,Female,North,Primary,Unemployed,637145.3328706012,252967.34390370938,Education,640.2545052319283,1,23,0.20338198385899287,2018-04-06,0
10540,32.0,Male,West,Post-Graduate,Salaried,579493.8373489378,390916.62569219375,Car,517.4365623210601,1,164,0.1122912076753873,2022-03-03,1
10541,29.0,Female,South,Primary,Self-Employed,349801.73470048804,458118.5397723722,Education,684.0242709922885,3,141,0.4507278977759308,2019-09-16,1
10542,27.0,Male,South,Graduate,,591937.5268336138,151189.56999544948,Other,,2,175,0.3578137043440598,2018-05-05,0
10543,48.0,Female,South,Graduate,Self-Employed,772491.7926595269,289607.60408721527,Other,694.0629242315646,3,113,0.15288589877506845,2022-03-14,0
10544,34.0,Other,North,Secondary,Salaried,502404.0781585965,325478.31381265115,Business,645.3784910214001,1,139,0.14127325585766465,2019-07-07,1
10545,51.0,Female,West,Primary,Salaried,996813.0196438425,365448.5095369873,Education,664.8680462475191,0,13,0.8305249197863244,2020-08-03,0
10546,39.0,Female,South,Secondary,Self-Employed,,256266.13205805898,Home,708.9642087906183,3,161,0.851738781399335,2019-01-04,1
10547,36.0,Male,South,Secondary,Unemployed,393961.6516250959,235206.24188510046,Other,,1,146,0.48583243863647396,2018-01-07,0
10548,25.0,Female,East,Graduate,Salaried,456803.5510450021,432915.32752960804,Business,613.0280668972573,1,156,0.7786277946714123,2018-10-04,1
10549,55.0,Female,South,Post-Graduate,Salaried,805622.5793014033,376295.6861503318,Car,668.4974708665195,0,199,0.7400742975108648,2021-05-17,0
10550,32.0,Female,West,Graduate,Salaried,653095.3281440126,332319.70916730515,Education,650.482798147136,0,178,0.5634824779881874,2023-05-27,0
10551,45.0,Female,East,Secondary,Salaried,,487410.7930976233,Other,604.4386319629374,3,137,0.7006424277764696,2023-04-24,1
10552,41.0,Other,East,Post-Graduate,Self-Employed,131932.16324429214,99340.85327601104,Home,669.6173552926198,0,101,0.8444331074697269,2018-07-12,1
10553,56.0,Female,East,Graduate,Salaried,303314.2965866274,419767.902920183,Other,803.0641355946726,3,86,0.5530442800967451,2018-06-09,1
10554,43.0,Male,North,Post-Graduate,Self-Employed,161679.3808361636,356044.1429436677,Home,584.796948739101,1,87,0.509335365672342,2019-05-03,1
10555,36.0,Other,East,Secondary,Salaried,818368.9140201178,81761.9847640039,Education,686.8431230746473,2,187,0.1028348922614212,2022-06-20,0
10556,59.0,Female,South,Graduate,Unemployed,335229.1449145311,474949.07726109284,Home,690.2526480868986,1,123,0.5337138004090548,2020-09-06,1
10557,62.0,Female,North,Graduate,Salaried,,388479.492658957,Home,649.0188408397803,0,83,0.754000748904475,2022-01-21,0
10558,59.0,Female,North,Secondary,Salaried,735950.8058162312,408501.27155908593,Business,693.0392894263776,0,134,0.7096827638792237,2018-09-04,0
10559,34.0,Male,North,Post-Graduate,Salaried,897897.09907878,254451.633415533,Education,,2,85,0.6166371675979375,2018-01-06,0
10560,51.0,Male,North,Primary,Self-Employed,421335.7209200466,414388.39897666464,Other,558.5663073327354,5,93,0.11966779233699398,2019-07-07,1
10561,25.0,Female,North,Primary,Salaried,701181.5037334273,190359.09568945479,Car,643.9882691546276,1,85,0.8402915771073022,2018-02-02,0
10562,55.0,Female,North,Post-Graduate,Salaried,630420.8567833012,98187.31433292245,Education,648.4760079651153,0,149,0.44328478295279083,2020-08-27,0
10563,43.0,Male,North,Primary,Self-Employed,,298041.7005769216,Education,545.0981637853579,3,176,0.5572279447083307,2022-08-16,1
10564,49.0,Female,East,Post-Graduate,Self-Employed,595246.0118874524,401251.379131291,Car,655.8955380124263,3,166,0.4181829353866887,2021-07-27,1
10565,63.0,Male,West,Graduate,Self-Employed,810478.7169425966,452238.84074814135,Other,647.2419570406788,1,195,0.37910357207018086,2022-06-19,0
10566,31.0,Female,South,Primary,Salaried,783141.1544669099,322603.6162894575,Business,850.0,1,76,0.5084750842588696,2023-04-16,0
10567,38.0,Male,South,Secondary,Salaried,,311030.05815734423,Other,567.5353190962225,2,80,0.49575903696258294,2020-09-29,1
10568,32.0,Male,East,Graduate,Self-Employed,485150.44516758906,452148.0699066055,Car,750.0349555902226,0,86,0.385131657363587,2023-05-11,1
10569,29.0,Male,East,Graduate,Salaried,,249909.53369217977,Other,697.3299392762365,3,84,0.7430833326685673,2020-01-25,0
10570,30.0,Male,North,Post-Graduate,Salaried,,215681.32956010354,Education,753.2975058086563,2,162,0.14049225324771752,2018-04-16,0
10571,64.0,Female,West,Post-Graduate,Salaried,655455.6463169543,542735.8219940461,Business,569.8769970726286,3,125,0.19361806930276765,2020-08-03,1
10572,37.0,Male,North,Secondary,Unemployed,577134.8239107277,258335.7915269713,Home,461.736966627786,0,93,0.16603173551761988,2022-03-25,1
10573,58.0,Male,East,Primary,Salaried,277050.94391728326,437492.0982232763,Other,639.2642199265056,2,58,0.5519943031637505,2022-06-17,1
10574,27.0,Female,North,Post-Graduate,,,503944.55633345665,Home,727.0596150382726,2,72,0.4300132362801997,2019-09-30,1
10575,33.0,Female,South,Graduate,Salaried,468229.73864980735,331500.90179310757,Business,617.8480411756817,1,36,0.46163527088866096,2020-12-26,1
10576,60.0,Male,South,Primary,Self-Employed,603769.8737481993,339577.7967549627,Home,635.2576256059352,2,114,0.5613980959770303,2018-01-04,0
10577,62.0,Other,North,Graduate,,1234039.5252181636,569670.5945187623,Other,847.5437816493868,0,67,0.35917451090986285,2018-02-23,0
10578,29.0,Male,West,Post-Graduate,Salaried,707538.4523738277,103804.1591821597,Car,577.2497067088935,3,131,0.24650112117384088,2021-09-26,1
10579,,Female,North,Graduate,,915560.3392683517,101260.26092118333,Education,742.5418011978426,2,131,0.3454657123362413,2021-03-03,0
10580,22.0,Female,North,Secondary,Self-Employed,428979.1094599833,422330.80996789184,Education,551.9147073465199,0,18,0.8951905509705511,2022-01-13,1
10581,25.0,Male,West,Graduate,Salaried,605471.8228278434,238686.66357261364,Home,765.0162368259531,1,138,0.8621510213150207,2023-05-11,0
10582,,Male,West,Graduate,Self-Employed,907168.953859242,429224.279146021,Education,643.0188550867322,1,85,0.865308145269528,2020-09-06,0
10583,57.0,Male,West,Post-Graduate,Self-Employed,204889.41740850656,291535.8858092867,Education,698.8333843778157,2,101,0.12210441105340886,2018-02-14,1
10584,58.0,Male,South,Post-Graduate,Salaried,541646.2942690053,424915.8074769799,Car,585.7455824114448,0,161,0.17156088930105995,2021-06-02,1
10585,39.0,Female,North,Graduate,,755163.6528968484,167780.84360749315,Home,659.4179903643807,1,28,0.13656758719834425,2022-08-05,0
10586,28.0,Male,East,Graduate,,581854.4707084794,391968.3071409647,Car,666.8757697946235,1,131,0.7523771807333896,2020-05-01,1
10587,21.0,Male,West,Post-Graduate,Self-Employed,458026.70638129744,224855.19623747817,Car,508.638208657722,6,151,0.8930947160472873,2018-06-20,1
10588,42.0,Male,West,Primary,Salaried,472069.44604173093,408034.6090612903,Business,600.6690701031738,3,151,0.5343905986269544,2019-03-26,1
10589,37.0,Male,North,Primary,Unemployed,678849.1101273771,654689.4730208203,Home,676.719251516289,4,89,0.660665248145113,2019-01-02,1
10590,27.0,Female,East,Post-Graduate,Unemployed,207377.96727231028,179326.09109339432,Car,574.6235527654167,3,97,0.3817784310948923,2020-06-21,1
10591,,Male,North,Primary,Salaried,631156.8937133501,246886.80981225686,Other,667.5362058169843,2,169,0.7123211072996626,2018-11-07,0
10592,24.0,Female,North,Primary,Salaried,781463.4129485195,280838.6228812436,Education,631.4871241873391,1,15,0.6248665971834789,2019-11-08,0
10593,56.0,Male,West,Primary,Salaried,509467.1107614167,348412.6580590891,Home,709.4358435792581,2,122,0.7407685499663358,2018-07-23,1
10594,26.0,Male,West,Secondary,,,50000.0,Business,633.1526015220799,2,103,0.5000191755294571,2022-03-01,0
10595,51.0,Female,South,Secondary,Salaried,471990.6617895811,304985.8677631843,Car,850.0,1,32,0.2552141721190986,2021-07-19,1
10596,39.0,Male,East,Secondary,Salaried,569058.5312069758,267227.5546323877,Other,453.0588210511129,2,28,0.4805786424810474,2022-12-14,1
10597,64.0,Female,East,Post-Graduate,Self-Employed,330867.0755587215,268283.6718537882,Education,570.6978324514972,2,139,0.34967417657530897,2022-02-11,1
10598,59.0,Female,West,Graduate,,607658.0768059301,344180.1709310281,Education,,2,178,0.655285545351281,2018-09-08,0
10599,47.0,Male,West,Graduate,Salaried,643011.8051516518,353110.8517860406,Other,668.5602634757515,2,190,0.2094797759781656,2020-12-30,0
10600,30.0,Male,West,Primary,,900646.6377123344,350787.43657581066,Home,693.630552047611,3,164,0.36552881070909105,2021-10-01,0
10601,46.0,Male,East,Graduate,Self-Employed,558769.1052714373,138443.28460787324,Education,329.31083265244365,0,117,0.10526171953138919,2018-09-12,1
10602,39.0,Male,South,Graduate,Salaried,,262441.07436323183,Education,631.7922084152403,1,145,0.752420324437484,2018-05-09,0
10603,,Male,East,Graduate,Salaried,462262.13023823616,256144.35138498578,Education,650.6188450707801,5,114,0.42530104856949813,2019-05-29,1
10604,23.0,Male,West,Secondary,Self-Employed,,379094.0081069304,Car,710.840534623853,0,52,0.7209497649753281,2018-12-17,1
10605,33.0,Male,West,Secondary,Salaried,,155086.68479381534,Car,685.5571787276357,3,42,0.1780791615221239,2018-03-25,0
10606,48.0,Female,South,Graduate,Self-Employed,541375.9601801548,329005.3179953531,Education,651.3041023877432,1,180,0.25503669138350693,2021-10-12,1
10607,40.0,Female,North,Graduate,Salaried,806650.5685478736,541328.6983444486,Business,639.7943222319744,4,128,0.7803746217910192,2021-02-20,1
10608,48.0,Female,North,Graduate,Salaried,588302.8418174423,50000.0,Education,524.0432640335171,3,167,0.5763680629866317,2022-08-24,1
10609,28.0,Male,East,Graduate,,314041.71530527005,274513.5624853009,Home,684.5028153235563,1,43,0.10472022127260844,2023-04-17,1
10610,61.0,Male,North,Secondary,Salaried,426774.5510961531,50000.0,Business,,4,87,0.8241027284771404,2020-04-12,1
10611,59.0,Female,North,Graduate,Salaried,1204597.4833077006,300041.0741801761,Home,606.8178980098385,1,109,0.886798322219608,2021-08-23,0
10612,,Female,East,Primary,Salaried,574884.5957876437,425319.53886264685,Other,648.6875961239115,1,29,0.6289480329485841,2021-03-30,1
10613,23.0,Female,West,Graduate,Salaried,196167.68043582165,223362.9688993399,Other,614.0244889653729,2,71,0.682259949794932,2019-05-30,1
10614,33.0,Male,North,Post-Graduate,Salaried,315422.77012454387,438909.0101289846,Car,505.2883399079056,4,11,0.20688067468222204,2022-10-31,1
10615,48.0,Female,West,Graduate,Salaried,421785.9719390203,504125.86507201596,Car,715.6911378394207,1,97,0.7129994380121482,2022-05-15,1
10616,,Female,East,Secondary,,376678.6596592518,360266.2430654647,Car,837.1845773070058,3,127,0.17919559745351654,2019-04-12,1
10617,53.0,Male,West,Secondary,Salaried,325198.21967201034,222754.05744166108,Other,677.7246086455796,1,77,0.8117987509975869,2022-09-04,1
10618,58.0,Male,West,Graduate,Self-Employed,,380400.6406518465,Home,679.5374729740695,3,88,0.5038448084293917,2019-01-13,0
10619,26.0,Female,East,Post-Graduate,Salaried,766165.6420522833,552133.6135847801,Business,799.9562908005344,1,92,0.21294284524175897,2018-04-14,1
10620,64.0,Male,West,Graduate,Salaried,550044.5872410561,100328.97145890936,Car,840.3169190578244,3,156,0.17096992993461085,2022-02-12,0
10621,52.0,Male,North,Graduate,,453182.6893072637,466223.13589581265,Other,632.425480773477,6,121,0.45209172961043254,2021-03-02,1
10622,41.0,Female,North,Primary,Salaried,559576.3482371536,106662.51571149981,Car,577.7784503623013,0,44,0.10427097922528886,2020-07-31,1
10623,36.0,Female,North,Graduate,Salaried,1045193.5475845711,72363.82591981313,Education,693.6466825531961,2,157,0.868981369651972,2019-07-09,0
10624,41.0,Male,North,Graduate,Salaried,383740.3886628325,114972.0124569881,Business,665.7517035094851,2,112,0.2365474718456289,2020-03-25,0
10625,31.0,Male,West,Post-Graduate,Unemployed,205708.67769100028,294092.0452618239,Home,746.6202214817066,1,50,0.43561460069709423,2021-06-06,1
10626,57.0,Male,North,Secondary,Salaried,766838.3275374159,489448.7007094045,Car,650.3733254310333,1,131,0.5853368325820989,2019-06-02,1
10627,56.0,Female,West,Graduate,Self-Employed,852033.4740418908,50000.0,Education,657.6749210301091,1,166,0.6398529472796435,2021-04-26,0
10628,55.0,Male,South,Secondary,Self-Employed,962908.569832704,448431.0240222926,Education,553.9667643421454,5,152,0.5518475939972259,2021-12-14,1
10629,39.0,Other,West,Graduate,Salaried,,277034.31543021713,Business,752.1338330700361,2,41,0.24287215422141317,2023-05-11,0
10630,40.0,Male,North,Graduate,Self-Employed,514529.89709709375,134566.76411591322,Other,,1,150,0.47743999827559325,2023-06-20,1
10631,38.0,Male,South,Secondary,Salaried,1103070.2511860281,388736.40545851295,Other,530.6599987051347,2,144,0.35807716796180533,2021-10-29,1
10632,61.0,Female,East,Secondary,Salaried,748874.9320207738,228775.29727942072,Car,384.74833649562623,4,131,0.1715038841659097,2022-01-23,1
10633,34.0,Female,West,Graduate,,578730.9751756637,638835.4286407374,Car,639.8817702673,1,63,0.4100193586951948,2019-06-02,1
10634,35.0,Male,North,Graduate,Self-Employed,725841.7710826284,374769.31654057966,Other,578.9621051514998,4,25,0.5870665196838525,2022-12-27,1
10635,51.0,Male,North,Primary,Salaried,491000.0409882233,308393.1356539048,Home,626.6298874219837,2,19,0.18164086840651006,2018-04-11,1
10636,21.0,Other,North,Secondary,Salaried,,397232.8149562683,Home,601.1266011752323,0,193,0.2319819328340695,2023-04-02,0
10637,23.0,Male,East,Graduate,Self-Employed,,501528.50388869457,Education,613.4697006403023,2,175,0.16901967106909277,2018-08-08,1
10638,36.0,Female,South,Post-Graduate,Self-Employed,,516124.4751653709,Business,,2,62,0.10089458546277666,2018-05-18,1
10639,43.0,Male,South,Primary,Unemployed,353767.4112093262,439205.78903697664,Home,575.2085374211508,1,91,0.8491477447609632,2019-10-30,1
10640,31.0,Female,North,Graduate,Salaried,688856.9933873123,506519.93148541206,Car,555.0878873701589,3,43,0.7706258438758404,2018-09-19,1
10641,,Female,West,Primary,Salaried,308352.81336721085,480489.74684500624,Home,630.330513033816,1,94,0.2852361826691485,2019-08-08,1
10642,,Male,North,Secondary,Salaried,1068879.8612040055,436393.66105592053,Business,535.4810932222468,1,94,0.5621064412045627,2018-10-07,1
10643,52.0,Female,North,Secondary,,495198.98474589654,240852.52657600812,Car,775.7815130064139,2,138,0.7412818082988112,2022-05-07,0
10644,36.0,Male,West,Post-Graduate,Salaried,186276.47414353047,488585.6173666101,Business,649.0944989682539,1,68,0.39322988484534205,2021-01-10,1
10645,28.0,Male,North,Primary,Unemployed,1294340.2142096811,235704.0277969482,Other,496.4580281091413,4,108,0.6912405562511805,2018-11-20,1
10646,58.0,Female,East,Graduate,Salaried,469731.286051466,339535.47683473735,Business,671.9778593720023,3,34,0.7949266854116449,2019-03-05,1
10647,32.0,Male,North,Secondary,Self-Employed,623741.0728078799,243576.2715380272,Business,560.1868376821214,1,169,0.49892307903447697,2021-10-29,1
10648,44.0,Female,East,Post-Graduate,Self-Employed,176163.70210260997,401097.2210985938,Business,754.4941975113295,2,40,0.8104342173925894,2019-05-21,1
10649,48.0,Male,North,Graduate,Self-Employed,,491934.4021440648,Car,588.680499668309,3,83,0.26797755025349845,2019-04-16,1
10650,28.0,Male,South,Graduate,Salaried,1018178.457627184,238970.18637586982,Business,,2,134,0.821154878649654,2021-07-30,0
10651,48.0,Male,West,Post-Graduate,Salaried,776235.2666226436,88240.43209636162,Business,749.9712985033188,3,12,0.7443906930026212,2023-06-11,0
10652,56.0,Male,South,Graduate,Salaried,174791.09322815103,451580.7665498762,Education,850.0,1,95,0.7720523470998829,2020-02-20,1
10653,46.0,Male,North,Graduate,,409205.2746275614,455339.8600382408,Car,659.7460213090181,1,111,0.10359855752687537,2020-08-28,1
10654,28.0,Female,North,Secondary,Salaried,829545.2945771945,534669.7354294154,Business,718.950953590461,0,130,0.6308997647346388,2019-08-10,1
10655,48.0,Female,East,Primary,Self-Employed,759160.6627998784,434083.8652026821,Home,651.2600211591125,4,178,0.4205217190409294,2018-05-27,1
10656,48.0,Female,North,Graduate,Salaried,,437545.53191727167,Business,658.5052327235442,2,113,0.5836513334181177,2018-06-10,1
10657,57.0,Male,North,Secondary,Unemployed,699267.2566295685,192387.0975597859,Home,773.2980061360726,5,71,0.16692649362628256,2019-12-19,1
10658,61.0,Male,North,Secondary,Salaried,300460.6737861161,410554.34580835246,Other,727.2550297949076,3,190,0.28918020357198615,2021-07-16,1
10659,56.0,Male,South,Graduate,Salaried,273247.9297275847,622024.1602259227,Other,640.7904673958211,2,97,0.3810263383984809,2021-07-10,1
10660,47.0,Male,East,Secondary,Salaried,100000.0,217051.17619033466,Car,,0,130,0.674743491466968,2022-12-30,1
10661,37.0,Female,South,Graduate,Self-Employed,831346.7518356947,117302.62333515767,Car,,3,42,0.5423314002222556,2021-03-29,0
10662,29.0,Male,East,Primary,Salaried,573706.1324745003,321084.3708615939,Other,805.6557838571617,2,100,0.11170294710588494,2019-07-11,0
10663,53.0,Male,South,Post-Graduate,Self-Employed,,440615.95735118893,Car,,4,150,0.3678205242674736,2018-11-08,1
10664,40.0,Female,North,Post-Graduate,Salaried,100000.0,332476.79747730173,Home,614.6559206525583,1,48,0.8519685142350725,2018-08-17,1
10665,33.0,Male,South,Post-Graduate,Unemployed,587591.56533264,567565.6519939832,Home,603.9492327732451,2,38,0.24388042965936763,2023-06-15,1
10666,,Male,South,Secondary,Salaried,737763.8769785364,170942.82975366365,Education,607.4518269780059,5,114,0.2894217780095789,2021-08-18,1
10667,49.0,Male,East,Graduate,Salaried,100000.0,72665.8997535781,Car,728.0876027718879,3,34,0.3459079327330694,2022-10-28,1
10668,33.0,Male,East,Post-Graduate,Self-Employed,611049.9795870642,514350.10607873055,Car,784.2899315914842,3,28,0.31439037505045864,2022-12-16,1
10669,55.0,Female,South,Post-Graduate,,583373.3636744019,88809.04385142538,Education,755.8329984049989,5,108,0.19738011366425934,2021-01-28,1
10670,26.0,Male,East,Graduate,Salaried,483674.54028218414,347568.1886720748,Business,507.1926789329086,3,25,0.35012816885426856,2019-02-22,1
10671,38.0,Male,East,Secondary,Self-Employed,926905.6984447635,510273.147860809,Home,578.5479310616206,2,81,0.5315448804183678,2021-06-05,1
10672,25.0,Male,East,Graduate,Salaried,866919.3199869813,332443.635883448,Business,718.3250554364428,2,94,0.6402237177158842,2021-04-29,0
10673,45.0,Male,West,Graduate,Self-Employed,1429421.7634962471,195313.02504507365,Education,772.8985412040793,2,197,0.614284929770562,2018-03-11,0
10674,22.0,Male,East,Secondary,Salaried,296768.131080938,490843.554883425,Car,680.810812116207,1,194,0.23014068850270597,2020-02-02,1
10675,30.0,Female,West,Graduate,,,325617.5232733384,Business,802.799430711476,1,182,0.5916193432979034,2022-03-16,0
10676,50.0,Female,West,Graduate,Salaried,974968.2896570219,266868.9370304403,Car,460.9377854572273,1,189,0.38665973952790667,2023-04-01,1
10677,25.0,Female,East,Graduate,Self-Employed,426951.21924827294,546526.0958106713,Education,629.0651746267072,0,15,0.7574687164612047,2020-01-29,1
10678,53.0,Male,South,Secondary,Unemployed,1022813.9635789506,243578.16986301582,Other,791.7139399499684,2,197,0.3899291022202286,2018-11-06,0
10679,21.0,Female,East,Graduate,Salaried,691225.9820032,210099.38821914978,Car,683.9139998482705,0,46,0.8812549994308206,2023-05-29,0
10680,38.0,Female,North,Post-Graduate,Self-Employed,163325.89263883932,164589.03047530958,Business,569.4955907401102,2,63,0.5918572027384753,2023-01-16,1
10681,52.0,Male,South,Graduate,Salaried,278531.8453735816,482406.21784624504,Business,728.9841020288941,5,13,0.44318324920016106,2020-04-12,1
10682,31.0,Female,West,Graduate,Self-Employed,454911.36476777575,364146.94725714164,Education,663.7414671456474,0,184,0.5024897877750023,2018-10-28,1
10683,41.0,Male,West,Graduate,Salaried,577942.2501104001,226878.97158974124,Business,603.8030467176322,3,94,0.24076248793420413,2020-11-19,0
10684,,Male,South,Graduate,Salaried,909610.2580623085,84152.86350141597,Home,492.83800734550016,0,174,0.6441103218244021,2021-01-07,1
10685,45.0,Female,South,Graduate,Salaried,577582.5343035175,511308.3514926342,Car,719.6247407961886,1,179,0.8704541219729809,2020-04-20,1
10686,42.0,Male,East,Secondary,Salaried,899823.3787135694,229083.55160769602,Home,541.3282355961409,2,185,0.5119666414149101,2021-06-24,1
10687,47.0,Female,West,Secondary,Salaried,626987.9120423394,50000.0,Education,850.0,5,198,0.8938811992167082,2018-11-13,1
10688,33.0,Male,North,Secondary,Self-Employed,603094.917063526,313101.93399628106,Home,471.7537086829493,2,199,0.22036989796911233,2018-08-09,1
10689,53.0,Female,East,Primary,Salaried,527014.1745147596,454901.7118435574,Home,655.4807874303953,0,192,0.6101470609244524,2022-01-06,1
10690,54.0,Female,South,Secondary,,845506.1402247117,408019.77798273246,Car,725.1549396013813,2,174,0.6423315813349196,2018-05-10,0
10691,61.0,Female,West,Primary,Self-Employed,632369.4308042225,312179.56288495177,Car,548.2968148008595,3,24,0.3493780448498951,2021-03-27,1
10692,55.0,Male,South,Post-Graduate,Salaried,416861.329418608,233730.65823679257,Other,579.046914279258,0,68,0.3812519602439801,2021-04-12,1
10693,21.0,Male,South,Secondary,Salaried,683019.901489812,215905.1936936849,Home,735.0211286423208,0,51,0.8563762203034945,2020-01-29,0
10694,41.0,Male,South,Primary,Self-Employed,485668.8223805754,491396.3938251453,Car,,4,125,0.5895513750161835,2018-03-09,1
10695,26.0,Male,East,Primary,Unemployed,471852.83225149923,50000.0,Home,842.0632942462997,3,168,0.7252205989229155,2018-05-27,0
10696,48.0,Male,North,Graduate,Unemployed,895662.132123914,157623.26999792096,Home,655.5636252368607,2,15,0.6807880122770434,2019-04-13,0
10697,37.0,Female,North,Primary,Self-Employed,560158.42851189,285625.4711880758,Education,608.0495144543431,3,28,0.5887857517838214,2018-01-05,0
10698,25.0,Female,West,Secondary,Salaried,1133648.887855561,50000.0,Education,,3,175,0.13829726874352338,2019-08-08,0
10699,51.0,Other,South,Primary,Self-Employed,783816.0949638645,267307.20964054426,Home,544.1418101046088,1,131,0.6301528504195725,2018-07-31,1
10700,25.0,Male,North,Graduate,,408555.42917249195,115955.58315469857,Education,822.9760743497244,1,170,0.3759303138215436,2022-05-12,0
10701,58.0,Male,South,Post-Graduate,Salaried,391392.7541446241,371218.8786345363,Car,551.7621288957545,3,113,0.47521875172460604,2019-03-23,1
10702,23.0,Male,West,Post-Graduate,Self-Employed,289810.04559076874,214020.91309976246,Home,775.9488120270751,2,99,0.7811632352004069,2022-05-07,1
10703,43.0,Female,South,Secondary,Self-Employed,751485.7177945356,240040.80826337397,Education,836.4409539323286,1,190,0.8749660244840441,2019-01-04,0
10704,57.0,Female,North,Graduate,Unemployed,385846.19317206123,203542.99467761006,Car,639.6017586441276,2,167,0.6554255656611025,2018-02-28,0
10705,57.0,Female,South,Graduate,Salaried,100000.0,401433.3883182405,Home,,0,135,0.2855843928675431,2018-11-12,1
10706,30.0,Female,North,Secondary,Self-Employed,187141.04904713505,289663.28726037807,Home,621.4920445209573,0,84,0.3541509133329741,2018-05-03,1
